token,frequency,quant,%,action,value
Speisen:,1,1882082,97.89%,,
Schnicken,1,1882083,97.89%,,
Trophy-Salat,1,1882084,97.89%,,
"Ochsenschweif,",1,1882085,97.89%,,
Kongsfisch,1,1882086,97.89%,,
Apfel-Puree,1,1882087,97.89%,,
Kalbsfusse,1,1882088,97.89%,,
Taubenfrikassee,1,1882089,97.89%,,
Sellerie-Puree,1,1882090,97.89%,,
Dekochter,1,1882091,97.89%,,
Himber,1,1882092,97.89%,,
Heilbuttfilets,1,1882093,97.89%,,
"Karatoffelpuffer,",1,1882094,97.89%,,
Kabeljau-Balle,1,1882095,97.89%,,
"Mummâ´S,",1,1882096,97.89%,,
Puter-Hache,1,1882097,97.89%,,
Pochirtem,1,1882098,97.89%,,
Trufteln,1,1882099,97.89%,,
Lamm-Nieren,1,1882100,97.89%,,
Auchovies,1,1882101,97.89%,,
Beetroot-,1,1882102,97.89%,,
Meunierre,1,1882103,97.89%,,
Quelle.,1,1882104,97.89%,,
Adt.,1,1882105,97.89%,,
"Fleischbrã¼He,",1,1882106,97.89%,,
Meerrettich-Sauce,1,1882107,97.89%,,
Pfefferpflanzen,1,1882108,97.89%,,
Krabbensalad,1,1882109,97.89%,,
"FluãHecht,",1,1882110,97.89%,,
Moccabã¤Lle,1,1882111,97.89%,,
Brownbread,1,1882112,97.89%,,
Geflã¼Gelklein,1,1882113,97.89%,,
Succotasch,1,1882114,97.89%,,
Sardellenbrã¶Tchen,1,1882115,97.90%,,
Salmon-Mayonnaise,1,1882116,97.90%,,
Mounie.,1,1882117,97.90%,,
Orangengelee,1,1882118,97.90%,,
Schweinefleischbouletten,1,1882119,97.90%,,
Suabia,1,1882120,97.90%,,
"(Pref?Fad,",1,1882121,97.90%,,
"Rauchfleifch,",1,1882122,97.90%,,
"Leberwurft,",1,1882123,97.90%,,
"Bierwurft,",1,1882124,97.90%,,
Franf.,1,1882125,97.90%,,
Schlehengeift),1,1882126,97.90%,,
"Coulis,",1,1882127,97.90%,,
Front),1,1882128,97.90%,,
"Glodfle-Platte(Bauernfchinfen,",1,1882129,97.90%,,
"Dchfenrauchfleifch,",1,1882130,97.90%,,
"Gehad,",1,1882131,97.90%,,
Bauernfchinfenbrot,1,1882132,97.90%,,
Englisher,1,1882133,97.90%,,
Burgerbrau),1,1882134,97.90%,,
(Franzosischer),1,1882135,97.90%,,
Hausgericht,1,1882136,97.90%,,
(Pichelsteiner),1,1882137,97.90%,,
Espangnole-Salad,1,1882138,97.90%,,
Schweinsfotelett,1,1882139,97.90%,,
Delikatesskafe,1,1882140,97.90%,,
Semmeltnodl,1,1882141,97.90%,,
"Wellsleisch,",1,1882142,97.90%,,
Weisslader,1,1882143,97.90%,,
Edelschimmelkã¤Se,1,1882144,97.90%,,
Gã¤Nseschmalz,1,1882145,97.90%,,
Frankischem,1,1882146,97.90%,,
Kartoffleknodl,1,1882147,97.90%,,
"""Super",1,1882148,97.90%,,
"Kalbsbaren,",1,1882149,97.90%,,
"Spedstibbe,",1,1882150,97.90%,,
Dellikatebheringe,1,1882151,97.90%,,
Sicilianischer,1,1882152,97.90%,,
Schinken-Suppe,1,1882153,97.90%,,
Mayonnasie-Salat,1,1882154,97.90%,,
"Schweine-Braten,",1,1882155,97.90%,,
"Apfelmus-Kompott,",1,1882156,97.90%,,
Bouillon-Pottoes,1,1882157,97.90%,,
Leberknã¶Dlsuppe,1,1882158,97.90%,,
Milchnertunke,1,1882159,97.90%,,
Schlehenlikã¶R,1,1882160,97.90%,,
Weichsellikã¶R,1,1882161,97.90%,,
Kalbslende,1,1882162,97.90%,,
Kã¼Mmelbrot,1,1882163,97.90%,,
Spezialglas,1,1882164,97.90%,,
St.Lorenzi-Bock,1,1882165,97.90%,,
"Schweinshaxen,",1,1882166,97.90%,,
Frã¤Nkisches,1,1882167,97.90%,,
"Forestiere""",1,1882168,97.90%,,
"""Scrambled",1,1882169,97.90%,,
"Balzac""",1,1882170,97.90%,,
Jaket,1,1882171,97.90%,,
Haselnussbutter,1,1882172,97.90%,,
Berrichnonne,1,1882173,97.90%,,
Lucca-Augen,1,1882174,97.90%,,
Punsch-Creme,1,1882175,97.90%,,
L'Ostendaise,1,1882176,97.90%,,
Rache,1,1882177,97.90%,,
Chatres,1,1882178,97.90%,,
Austern-Pastetchen,1,1882179,97.90%,,
Spargel-Creme-Suppe,1,1882180,97.90%,,
Midder-Croquetten,1,1882181,97.90%,,
Bernhard-Kartoffeln,1,1882182,97.90%,,
"Langoustes,",1,1882183,97.90%,,
Nesselrode-Rahm-Eis,1,1882184,97.90%,,
Abbazia-Geback,1,1882185,97.90%,,
Moskau'Er,1,1882186,97.90%,,
Eierkotelette,1,1882187,97.90%,,
Plamande,1,1882188,97.90%,,
L'Astrakan,1,1882189,97.90%,,
Potages:,1,1882190,97.90%,,
"Co.,S",1,1882191,97.90%,,
Glasiertes,1,1882192,97.90%,,
"Schweinscarre,",1,1882193,97.90%,,
"Grunkohl,",1,1882194,97.90%,,
Romanov,1,1882195,97.90%,,
Bindnerfleisch,1,1882196,97.90%,,
Subrics,1,1882197,97.90%,,
Boujolais,1,1882198,97.90%,,
Krautstrudel,1,1882199,97.90%,,
Beurreques,1,1882200,97.90%,,
Coulibiec,1,1882201,97.90%,,
Cold-Cut,1,1882202,97.90%,,
(Heart,1,1882203,97.90%,,
Almond-Curd,1,1882204,97.90%,,
Argenter,1,1882205,97.90%,,
Periguordine,1,1882206,97.90%,,
Partidges,1,1882207,97.90%,,
Epoisses,1,1882208,97.90%,,
Saftfleisch,1,1882209,97.90%,,
Tyropita,1,1882210,97.90%,,
Kalamari,1,1882211,97.90%,,
Dolmades,1,1882212,97.90%,,
Kakavia,1,1882213,97.90%,,
Schwyzer,1,1882214,97.90%,,
Backerbsens,1,1882215,97.90%,,
Ppe,1,1882216,97.90%,,
Debreziner,1,1882217,97.90%,,
Mini-Schweinsbraten,1,1882218,97.90%,,
Mini-Sauerbraten,1,1882219,97.90%,,
Mini-Schnitzel,1,1882220,97.90%,,
Salattller,1,1882221,97.90%,,
"Zwieblfleisch,",1,1882222,97.90%,,
Schweins,1,1882223,97.90%,,
"Hax'N,",1,1882224,97.90%,,
Glassees,1,1882225,97.90%,,
Parisians,1,1882226,97.90%,,
Crande,1,1882227,97.90%,,
"Rochettes,",1,1882228,97.90%,,
M/Einlage,1,1882229,97.90%,,
Waedli,1,1882230,97.90%,,
Kimberly,1,1882231,97.90%,,
Vlakkenberg,1,1882232,97.90%,,
Mangums,1,1882233,97.90%,,
"Prairiehã¼Hner,",1,1882234,97.90%,,
Huken-Hache,1,1882235,97.90%,,
Buchw,1,1882236,97.90%,,
Butternoodles,1,1882237,97.90%,,
Othelloes,1,1882238,97.90%,,
Patage,1,1882239,97.90%,,
Rauchfleifch,1,1882240,97.90%,,
Tellerfleifch,1,1882241,97.90%,,
"Senfgurfe,",1,1882242,97.90%,,
"Herz,",1,1882243,97.90%,,
"Gefotten,",1,1882244,97.90%,,
Ochfenlende,1,1882245,97.90%,,
"(Rauchfleifch,",1,1882246,97.90%,,
"Roftbratwurfte,",1,1882247,97.90%,,
"Stadwurft,",1,1882248,97.90%,,
Toaft,1,1882249,97.90%,,
Kavia,1,1882250,97.90%,,
Taitinger,1,1882251,97.90%,,
Marie-Gallante,1,1882252,97.90%,,
Cogac,1,1882253,97.90%,,
Grunbauser,1,1882254,97.90%,,
Corton-Charlamagne,1,1882255,97.90%,,
Corcelet,1,1882256,97.90%,,
Siec,1,1882257,97.90%,,
Hoo,1,1882258,97.90%,,
Gim,1,1882259,97.90%,,
Waa,1,1882260,97.90%,,
Nau,1,1882261,97.90%,,
"Graben,",1,1882262,97.90%,,
"Y'Quem,",1,1882263,97.90%,,
V.O.C.,1,1882264,97.90%,,
Mode.,1,1882265,97.90%,,
Chiarton,1,1882266,97.90%,,
Johanisberger,1,1882267,97.90%,,
AndE.,1,1882268,97.90%,,
Navurro,1,1882269,97.90%,,
(Second,1,1882270,97.90%,,
Derfand,1,1882271,97.90%,,
Uberfee,1,1882272,97.90%,,
Franfenwein,1,1882273,97.90%,,
Borbeutel-Karaffe,1,1882274,97.90%,,
Feinfte,1,1882275,97.90%,,
Saar-Uuslefe,1,1882276,97.90%,,
Henfell,1,1882277,97.90%,,
Troden,1,1882278,97.90%,,
Weif?,1,1882279,97.90%,,
Doornfaat,1,1882280,97.90%,,
Requin,1,1882281,97.90%,,
Maltefer-Kreuz,1,1882282,97.90%,,
Kirfchwaffer,1,1882283,97.90%,,
Briquet,1,1882284,97.90%,,
Himbeergeift,1,1882285,97.90%,,
Mirabellengeift,1,1882286,97.90%,,
Graffl'S,1,1882287,97.90%,,
Berchtesgadener,1,1882288,97.90%,,
Usbach,1,1882289,97.90%,,
Bismardf-Korn,1,1882290,97.90%,,
"Wodfa,",1,1882291,97.90%,,
Fuffifch,1,1882292,97.90%,,
(Hanfen,1,1882293,97.90%,,
Prafident),1,1882294,97.90%,,
Blitz-Generous,1,1882295,97.90%,,
Sternanis-,1,1882296,97.90%,,
Urrac-Grog,1,1882297,97.90%,,
Tiddy'S,1,1882298,97.90%,,
Ragula,1,1882299,97.90%,,
Quarterback,1,1882300,97.90%,,
Sneak-Thick,1,1882301,97.90%,,
"Plunge-Tender,",1,1882302,97.90%,,
Grands-Echezeaux,1,1882303,97.90%,,
Engel),1,1882304,97.90%,,
Kyr,1,1882305,97.90%,,
Ameridan,1,1882306,97.90%,,
Pernon,1,1882307,97.91%,,
Valley:,1,1882308,97.91%,,
Bonnezeaux,1,1882309,97.91%,,
"""Cat.",1,1882310,97.91%,,
"Fesles""",1,1882311,97.91%,,
Trimbach:,1,1882312,97.91%,,
(Vt),1,1882313,97.91%,,
Languedoc-Rousillon:,1,1882314,97.91%,,
Paulilles,1,1882315,97.91%,,
Australia:,1,1882316,97.91%,,
Baldivis,1,1882317,97.91%,,
Hungary:,1,1882318,97.91%,,
Oremus,1,1882319,97.91%,,
Puttorryos,1,1882320,97.91%,,
"""Nivole""",1,1882321,97.91%,,
20Yea,1,1882322,97.91%,,
Montifaud,1,1882323,97.91%,,
Anes,1,1882324,97.91%,,
Noblige,1,1882325,97.91%,,
Laubade,1,1882326,97.91%,,
Portugisian,1,1882327,97.91%,,
(Haute,1,1882328,97.91%,,
"Savoie),",1,1882329,97.91%,,
(Goat,1,1882330,97.91%,,
Yrgasheffe,1,1882331,97.91%,,
Ethiopa,1,1882332,97.91%,,
(Well-Rounded,1,1882333,97.91%,,
"Papouasie,",1,1882334,97.91%,,
Well-Rounded,1,1882335,97.91%,,
"Azul,",1,1882336,97.91%,,
Haitian-Decaffeinated,1,1882337,97.91%,,
"Pico,",1,1882338,97.91%,,
Cristobal,1,1882339,97.91%,,
"""Columbia""",1,1882340,97.91%,,
(Smooth,1,1882341,97.91%,,
Acid),1,1882342,97.91%,,
"Tawar,",1,1882343,97.91%,,
Contres,1,1882344,97.91%,,
Bungaloe,1,1882345,97.91%,,
Poppiano,1,1882346,97.91%,,
Filicaia,1,1882347,97.91%,,
Macchiavelli,1,1882348,97.91%,,
Papayer,1,1882349,97.91%,,
Louis-Philippe,1,1882350,97.91%,,
Louise-Amelie,1,1882351,97.91%,,
Louire,1,1882352,97.91%,,
Prince-De-Bourbon,1,1882353,97.91%,,
Lamour,1,1882354,97.91%,,
Pepin,1,1882355,97.91%,,
Bref,1,1882356,97.91%,,
Maontesquieu,1,1882357,97.91%,,
Aragonnaise,1,1882358,97.91%,,
Francois-Ier,1,1882359,97.91%,,
Ferronniere,1,1882360,97.91%,,
Sainte-Brice,1,1882361,97.91%,,
Paysans,1,1882362,97.91%,,
Bouffon,1,1882363,97.91%,,
Ratziwill,1,1882364,97.91%,,
D'Aiguillon,1,1882365,97.91%,,
"Shores,",1,1882366,97.91%,,
Tode,1,1882367,97.91%,,
Oysterson,1,1882368,97.91%,,
Cesare--Barbera,1,1882369,97.91%,,
Cesare--Barolo,1,1882370,97.91%,,
Cesare--Barbaresco,1,1882371,97.91%,,
Fontanafredda--Barolo,1,1882372,97.91%,,
Fontanafredda--Barbaresco,1,1882373,97.91%,,
Fontanafredda--Grignolino,1,1882374,97.91%,,
Fontanafredda--Barbera,1,1882375,97.91%,,
Bertani--Valpantena,1,1882376,97.91%,,
Bertani--Bardolino,1,1882377,97.91%,,
Avondo,1,1882378,97.91%,,
Rezzani,1,1882379,97.91%,,
Piani,1,1882380,97.91%,,
Alghero,1,1882381,97.91%,,
Chiantigiano,1,1882382,97.91%,,
Poppiano--Bottiglie,1,1882383,97.91%,,
Filicaia--Fiasco,1,1882384,97.91%,,
Verdicchi,1,1882385,97.91%,,
Kupelwieser,1,1882386,97.91%,,
Abb.,1,1882387,97.91%,,
Angoris,1,1882388,97.91%,,
Riomaggiore,1,1882389,97.91%,,
Bolla--Solo,1,1882390,97.91%,,
Mezze,1,1882391,97.91%,,
Bolzano,1,1882392,97.91%,,
Nonno,1,1882393,97.91%,,
Ottavio,1,1882394,97.91%,,
Malvolti,1,1882395,97.91%,,
D'Ageneau,1,1882396,97.91%,,
Pret,1,1882397,97.91%,,
"Leek,",1,1882398,97.91%,,
Dejeuner:,1,1882399,97.91%,,
Cafe:,1,1882400,97.91%,,
Eiergelã©E,1,1882401,97.91%,,
Ermine,1,1882402,97.91%,,
Hermelin,1,1882403,97.91%,,
Savin,1,1882404,97.91%,,
Housatonic,1,1882405,97.91%,,
Yalensien,1,1882406,97.91%,,
Sachem'S,1,1882407,97.91%,,
(Mushroom),1,1882408,97.91%,,
Oatmehl,1,1882409,97.91%,,
Potato-Fondantes,1,1882410,97.91%,,
Kartoffel-Fondantes,1,1882411,97.91%,,
Zwetschenkompott,1,1882412,97.91%,,
Kalbsbriespofesen,1,1882413,97.91%,,
Kalbsrã¼Ckenfilet,1,1882414,97.91%,,
Erdã¤Pfelstrudel,1,1882415,97.91%,,
Rahmdalken,1,1882416,97.91%,,
Maroniterrine,1,1882417,97.91%,,
Preiselbeerrã¶Ster,1,1882418,97.91%,,
Gericht:,1,1882419,97.91%,,
Polenta-Auflauf,1,1882420,97.91%,,
Paradeiser-Mozzarella,1,1882421,97.91%,,
Hã¼Hnerbruststreifen,1,1882422,97.91%,,
Kernã¶Ldressing,1,1882423,97.91%,,
Eier-Sauce,1,1882424,97.91%,,
Rehrã¼Ckenmedaillons,1,1882425,97.91%,,
Semmel-Pilzknã¶Del,1,1882426,97.91%,,
Krensauce,1,1882427,97.91%,,
Dillfisolen,1,1882428,97.91%,,
Rã¶Sterdã¤Pfeln,1,1882429,97.91%,,
Stangen-Sellerie,1,1882430,97.91%,,
Loffel-Bisquits,1,1882431,97.91%,,
Edelweib,1,1882432,97.91%,,
Strasboug,1,1882433,97.91%,,
All'Abruzzese,1,1882434,97.91%,,
Codino,1,1882435,97.91%,,
Ovello,1,1882436,97.91%,,
Vit.,1,1882437,97.91%,,
"""Grazzini""",1,1882438,97.91%,,
Cibreo,1,1882439,97.91%,,
Regaglie,1,1882440,97.91%,,
Unvergleichlicher,1,1882441,97.91%,,
Genuss,1,1882442,97.91%,,
Breitkoff,1,1882443,97.91%,,
Peoci,1,1882444,97.91%,,
(Warranted,1,1882445,97.91%,,
(Buffalo,1,1882446,97.91%,,
Echtesschwarzwalderzwetschgenwasser,1,1882447,97.91%,,
"Naturrein,,",1,1882448,97.91%,,
Orig.Heessy,1,1882449,97.91%,,
"Livre,",1,1882450,97.91%,,
Soin,1,1882451,97.91%,,
"L'Etuve,",1,1882452,97.91%,,
Pratique,1,1882453,97.91%,,
Mieux.,1,1882454,97.91%,,
Couper,1,1882455,97.91%,,
Assez,1,1882456,97.91%,,
Apolliaris,1,1882457,97.91%,,
Epaisses,1,1882458,97.91%,,
Cuit.,1,1882459,97.91%,,
Egalement,1,1882460,97.91%,,
"Larges,",1,1882461,97.91%,,
"Epaisses,",1,1882462,97.91%,,
Sens,1,1882463,97.91%,,
Largeur,1,1882464,97.91%,,
Detache,1,1882465,97.91%,,
Selle.,1,1882466,97.91%,,
Livre,1,1882467,97.91%,,
Morceaux.,1,1882468,97.91%,,
Quatre.,1,1882469,97.91%,,
Morceaux,1,1882470,97.91%,,
Cuisses.,1,1882471,97.91%,,
Chesterschnitten,1,1882472,97.91%,,
Environ,1,1882473,97.91%,,
Dindons.,1,1882474,97.91%,,
"Grammes,",1,1882475,97.91%,,
D'Heure,1,1882476,97.91%,,
Cie..,1,1882477,97.91%,,
Avokados,1,1882478,97.91%,,
Holzkohlen-Schinken,1,1882479,97.91%,,
Appetit-Sill,1,1882480,97.91%,,
Burrerrollechen,1,1882481,97.91%,,
1945/1947,1,1882482,97.91%,,
Bronte-Hennessy,1,1882483,97.91%,,
Gerduchertes,1,1882484,97.91%,,
"Sahnemeerreitich,",1,1882485,97.91%,,
Ochsefleischsalat,1,1882486,97.91%,,
Gaflugelsalat,1,1882487,97.91%,,
Gefullt.,1,1882488,97.91%,,
Delikatess-Ostee,1,1882489,97.91%,,
Rancheraal,1,1882490,97.91%,,
"Pumpernicke,",1,1882491,97.91%,,
Eichenholz-Gerancherter,1,1882492,97.91%,,
"Kurste,",1,1882493,97.91%,,
Waldofsalat,1,1882494,97.91%,,
Eigarniert,1,1882495,97.91%,,
Scharzwalder'S,1,1882496,97.91%,,
"Mayonnnaise,",1,1882497,97.91%,,
Sussicher,1,1882498,97.91%,,
Ostee,1,1882499,97.91%,,
Meerrellich,1,1882500,97.92%,,
Weinbergschecken,1,1882501,97.92%,,
Hofmeisterbutter,1,1882502,97.92%,,
Dizd.,1,1882503,97.92%,,
Kalbslenchen,1,1882504,97.92%,,
Koniginpastelchen,1,1882505,97.92%,,
Lauchsuppe,1,1882506,97.92%,,
Doppelle,1,1882507,97.92%,,
Brandteigkrapferl,1,1882508,97.92%,,
Ungarlische,1,1882509,97.92%,,
Oberflammte,1,1882510,97.92%,,
Yacques,1,1882511,97.92%,,
Chateaunef,1,1882512,97.92%,,
Romeral,1,1882513,97.92%,,
Cau,1,1882514,97.92%,,
Berze,1,1882515,97.92%,,
Duhenne,1,1882516,97.92%,,
Riserv,1,1882517,97.92%,,
Yrroy,1,1882518,97.92%,,
Greenbrier,1,1882519,97.92%,,
"Chops,Breaded",1,1882520,97.92%,,
Null,1,1882521,97.92%,,
Komma,1,1882522,97.92%,,
"Josef,",1,1882523,97.92%,,
(Hopfen-Malz,1,1882524,97.92%,,
Getrank),1,1882525,97.92%,,
Saisonelles,1,1882526,97.92%,,
Tortenangebot,1,1882527,97.92%,,
Mohr,1,1882528,97.92%,,
Hemd,1,1882529,97.92%,,
Ringstrasseneisbecher,1,1882530,97.92%,,
Marillen-Oder,1,1882531,97.92%,,
Truffelrisotto,1,1882532,97.92%,,
Petersilienerdapfeln,1,1882533,97.92%,,
Gesottener,1,1882534,97.92%,,
Traditionellen,1,1882535,97.92%,,
Butternockerln,1,1882536,97.92%,,
Herbstliche,1,1882537,97.92%,,
"Poratoes,",1,1882538,97.92%,,
Cream-Style,1,1882539,97.92%,,
Robbiola,1,1882540,97.92%,,
Cremino,1,1882541,97.92%,,
Spumoncino,1,1882542,97.92%,,
Illy,1,1882543,97.92%,,
Serristori,1,1882544,97.92%,,
Danese,1,1882545,97.92%,,
Itala,1,1882546,97.92%,,
Corallo,1,1882547,97.92%,,
Lurisia,1,1882548,97.92%,,
"Kasespatzle,",1,1882549,97.92%,,
Ungariche,1,1882550,97.92%,,
Filetspiefschen,1,1882551,97.92%,,
Trathahnbrustmedaillons,1,1882552,97.92%,,
Dattelreis,1,1882553,97.92%,,
Lammerkoteletten,1,1882554,97.92%,,
"Bohen,",1,1882555,97.92%,,
Strohkaroffeln,1,1882556,97.92%,,
"Orientfruchten,",1,1882557,97.92%,,
Unn,1,1882558,97.92%,,
Porree,1,1882559,97.92%,,
Nationalgericht),1,1882560,97.92%,,
Arc=En=Ciel,1,1882561,97.92%,,
Scamp-Spiefchen,1,1882562,97.92%,,
"""Villeroi"",",1,1882563,97.92%,,
Ochsenrppensteak,1,1882564,97.92%,,
(Fue,1,1882565,97.92%,,
Geschablem,1,1882566,97.92%,,
Rehnufchen,1,1882567,97.92%,,
"Spatze,",1,1882568,97.92%,,
"Rosenkoh,",1,1882569,97.92%,,
Mandelpurce,1,1882570,97.92%,,
Jagd-Platte,1,1882571,97.92%,,
"Rehnusschen,",1,1882572,97.92%,,
Apfelrotdraut,1,1882573,97.92%,,
Dillsc.,1,1882574,97.92%,,
"""Cardinale""",1,1882575,97.92%,,
Friviolites,1,1882576,97.92%,,
Bengale,1,1882577,97.92%,,
Lanker,1,1882578,97.92%,,
Trochen,1,1882579,97.92%,,
Benedikt,1,1882580,97.92%,,
Perlino,1,1882581,97.92%,,
Spumonte,1,1882582,97.92%,,
Provencer,1,1882583,97.92%,,
Pfirsichkuchen,1,1882584,97.92%,,
Veroneser,1,1882585,97.92%,,
"Valentin,",1,1882586,97.92%,,
Audomaroise,1,1882587,97.92%,,
Zertassener,1,1882588,97.92%,,
"Sahnefleisch,",1,1882589,97.92%,,
Seexzunge,1,1882590,97.92%,,
Edeldatteln,1,1882591,97.92%,,
Spezialiten,1,1882592,97.92%,,
Schokoladenschaum,1,1882593,97.92%,,
Sahne=Orangecreme,1,1882594,97.92%,,
"""Royale"":",1,1882595,97.92%,,
Aprilkosen,1,1882596,97.92%,,
Naturrieslling,1,1882597,97.92%,,
Topfenereme,1,1882598,97.92%,,
Carmellert,1,1882599,97.92%,,
"""Schwarzwalder""",1,1882600,97.92%,,
"""Boursin""",1,1882601,97.92%,,
Talleggio,1,1882602,97.92%,,
Feinsteblatterteigkasestange,1,1882603,97.92%,,
Goldbraunder,1,1882604,97.92%,,
(N.Y.S.),1,1882605,97.92%,,
2509,1,1882606,97.92%,,
"Boulevard,",1,1882607,97.92%,,
"Wheaton,",1,1882608,97.92%,,
Phone:,1,1882609,97.92%,,
933-1814,1,1882610,97.92%,,
",,Schweizer",1,1882611,97.92%,,
Gruner,1,1882612,97.92%,,
Hochfeld,1,1882613,97.92%,,
"Gstaltner,",1,1882614,97.92%,,
Stammersdorf,1,1882615,97.92%,,
"(1,2,3,5,7)",1,1882616,97.92%,,
Welschriesling,1,1882617,97.92%,,
"(1,4)",1,1882618,97.92%,,
"Ehn,",1,1882619,97.92%,,
"Langenlois,",1,1882620,97.92%,,
"Weine,Rot:",1,1882621,97.92%,,
Monopole-Superieur-Jacques,1,1882622,97.92%,,
Roullet,1,1882623,97.92%,,
Smorbrods,1,1882624,97.92%,,
Roastbeafrollchen,1,1882625,97.92%,,
",,Feinschmecker",1,1882626,97.92%,,
Weissenkirchener,1,1882627,97.92%,,
"Siegendorf,",1,1882628,97.92%,,
Fils.,1,1882629,97.92%,,
Wein:,1,1882630,97.92%,,
Langenloiser,1,1882631,97.92%,,
"Dolle,",1,1882632,97.92%,,
Donauland,1,1882633,97.92%,,
Blaufranksch,1,1882634,97.92%,,
Tocken,1,1882635,97.92%,,
Hochriegl,1,1882636,97.92%,,
Kattus,1,1882637,97.92%,,
"Kattus,",1,1882638,97.92%,,
Marti,1,1882639,97.92%,,
Expresse,1,1882640,97.92%,,
O'Zaberers,1,1882641,97.92%,,
Edelbrande,1,1882642,97.92%,,
Salad-Stuffed,1,1882643,97.92%,,
"""Devilish",1,1882644,97.92%,,
"""Tender""",1,1882645,97.92%,,
"""Flown",1,1882646,97.92%,,
"Daily""",1,1882647,97.92%,,
Kattus-Frizzante,1,1882648,97.92%,,
(Verschied.,1,1882649,97.92%,,
Schinkien,1,1882650,97.92%,,
",,Florida""",1,1882651,97.92%,,
",,Art",1,1882652,97.92%,,
"Kasedessert,",1,1882653,97.92%,,
",,Alexander""",1,1882654,97.92%,,
"Kaiser""",1,1882655,97.92%,,
Geschmack,1,1882656,97.92%,,
",,Bourgignonne""",1,1882657,97.92%,,
",,Cona-Kugel""",1,1882658,97.92%,,
Alchimisten,1,1882659,97.92%,,
Krauterbutter/Weissbrot,1,1882660,97.92%,,
Geflugel-,1,1882661,97.92%,,
Zur'Cher,1,1882662,97.92%,,
"Champognons,",1,1882663,97.92%,,
"(Filet,",1,1882664,97.92%,,
",,Stroganoff"",",1,1882665,97.92%,,
"Kaiser"",",1,1882666,97.92%,,
Saiten,1,1882667,97.92%,,
"Nurnbergerle,",1,1882668,97.92%,,
Ind.Kalbscurry,1,1882669,97.92%,,
Rauberfleisch,1,1882670,97.92%,,
"Perkzwiebein,",1,1882671,97.92%,,
Leber-U.,1,1882672,97.92%,,
"Griebenwurst,",1,1882673,97.92%,,
"Petersilienkart.,",1,1882674,97.92%,,
Sea-Trout,1,1882675,97.92%,,
Champagnesauce,1,1882676,97.92%,,
Peteresilie,1,1882677,97.92%,,
Indian-Sauce,1,1882678,97.92%,,
Farched,1,1882679,97.92%,,
Rapsodie,1,1882680,97.92%,,
Loyer,1,1882681,97.92%,,
Pick.Me.Up,1,1882682,97.92%,,
Petagrusa,1,1882683,97.92%,,
Dring,1,1882684,97.92%,,
(Harlem,1,1882685,97.92%,,
Petruccini,1,1882686,97.92%,,
Primm'S,1,1882687,97.92%,,
Touchet,1,1882688,97.92%,,
Teesoten,1,1882689,97.92%,,
"Hagenbutten,",1,1882690,97.92%,,
"Lindenbluten,",1,1882691,97.92%,,
"Pffeffermize,",1,1882692,97.93%,,
Ragã´Ut,1,1882693,97.93%,,
Gerã¤Ucht.,1,1882694,97.93%,,
N.Y.S.,1,1882695,97.93%,,
Essiggurken.,1,1882696,97.93%,,
(Med.,1,1882697,97.93%,,
Grilla,1,1882698,97.93%,,
Aragonaise,1,1882699,97.93%,,
Cut-Prime,1,1882700,97.93%,,
Boucherie,1,1882701,97.93%,,
Instantanee,1,1882702,97.93%,,
Nouvilonpont,1,1882703,97.93%,,
Cracknels,1,1882704,97.93%,,
Flint,1,1882705,97.93%,,
Isabeau,1,1882706,97.93%,,
Ilet,1,1882707,97.93%,,
Surcouf,1,1882708,97.93%,,
Bernadette,1,1882709,97.93%,,
Monte=Cristo,1,1882710,97.93%,,
Blucher,1,1882711,97.93%,,
"""Table",1,1882712,97.93%,,
"Roy""",1,1882713,97.93%,,
Felici,1,1882714,97.93%,,
Saint=Jacques,1,1882715,97.93%,,
Marco=Polo,1,1882716,97.93%,,
Macca,1,1882717,97.93%,,
Vol=Au=Vent,1,1882718,97.93%,,
D'Etampes,1,1882719,97.93%,,
Solimene,1,1882720,97.93%,,
Stael,1,1882721,97.93%,,
Sebastien,1,1882722,97.93%,,
Quint,1,1882723,97.93%,,
Tencin,1,1882724,97.93%,,
Larguillere,1,1882725,97.93%,,
Phillipe,1,1882726,97.93%,,
Saint=Germain,1,1882727,97.93%,,
Lechavallier,1,1882728,97.93%,,
Pot=Au=Feu,1,1882729,97.93%,,
Coudray,1,1882730,97.93%,,
Bourges,1,1882731,97.93%,,
Bosquet,1,1882732,97.93%,,
Graverent,1,1882733,97.93%,,
Gaucour,1,1882734,97.93%,,
Beaupere,1,1882735,97.93%,,
Lassois,1,1882736,97.93%,,
Horne,1,1882737,97.93%,,
Manweld,1,1882738,97.93%,,
Franquet,1,1882739,97.93%,,
D'Arras,1,1882740,97.93%,,
Bruslat,1,1882741,97.93%,,
Vendomme,1,1882742,97.93%,,
Linceul,1,1882743,97.93%,,
Watteau,1,1882744,97.93%,,
Marie-Jeanne,1,1882745,97.93%,,
Philipon,1,1882746,97.93%,,
Brancas,1,1882747,97.93%,,
Petit-Trianon,1,1882748,97.93%,,
Cabessol,1,1882749,97.93%,,
Leczinski,1,1882750,97.93%,,
Omelete:,1,1882751,97.93%,,
"Imperiale-,",1,1882752,97.93%,,
Brice,1,1882753,97.93%,,
Mimi=Trottin,1,1882754,97.93%,,
Basse=Cour,1,1882755,97.93%,,
Sillois,1,1882756,97.93%,,
